State,City,White,Black,Hispanic,Native,Asian
AL,Sanford town,97.1,0.4,1.2,0.4,0.0
AL,Saraland,83.7,12.0,2.5,0.8,0.6
AL,Sardis town,98.2,0.4,0.7,0.1,0.4
AL,Satsuma,88.7,7.9,1.1,1.2,0.6
AL,Scottsboro,89.8,4.6,3.5,0.8,0.8
AL,Section town,95.5,0.0,0.9,1.6,0.6
AL,Selma,18.0,80.3,0.6,0.2,0.6
AL,Selmont-West Selmont CDP,4.5,93.9,1.5,0.1,0.0
AL,Sheffield,69.7,26.8,2.3,0.3,0.3
AL,Shelby CDP,90.4,6.9,2.3,0.2,0.2
AL,Shiloh town,95.3,1.5,0.7,2.9,0.0
AL,Shoal Creek CDP,92.4,4.8,1.4,0.1,2.2
AL,Shorter town,18.8,79.5,1.1,0.0,0.6
AL,Silas town,71.0,29.0,0.0,0.0,0.0
AL,Silverhill town,94.3,1.7,5.7,0.1,0.3
AL,Sims Chapel CDP,71.2,0.0,2.0,24.8,0.7
AL,Sipsey town,64.1,33.2,0.9,0.0,0.5
AL,Skyline town,95.3,0.0,2.1,2.1,0.0
AL,Slocomb,72.2,22.6,4.7,0.8,0.1
AL,Smiths Station,80.3,15.9,2.8,0.7,0.5
AL,Smoke Rise CDP,98.0,0.5,0.7,0.5,0.1
AL,Snead town,96.8,0.1,1.8,0.5,0.1
AL,Somerville town,94.1,3.3,0.1,1.1,0.0
AL,Southside,96.5,1.5,1.3,0.2,0.7
AL,South Vinemont town,83.2,0.1,23.6,1.2,2.0
AL,Spanish Fort,91.0,4.8,2.4,0.6,1.4
AL,Spring Garden CDP,96.2,2.1,0.0,0.0,0.0
AL,Springville,93.6,4.7,0.7,0.3,0.4
AL,Spruce Pine CDP,97.3,0.0,5.9,0.0,0.0
AL,Standing Rock CDP,98.2,0.6,1.2,0.0,0.0
AL,Steele town,94.6,0.4,5.1,0.4,0.0
AL,Sterrett CDP,94.7,3.9,0.7,0.0,0.0
AL,Stevenson,73.8,17.4,3.9,1.1,0.4
AL,Stewartville CDP,95.0,3.5,0.4,0.7,0.0
AL,Sulligent,78.3,19.3,0.8,0.1,0.0
AL,Sumiton,93.2,4.0,0.8,0.4,0.2
AL,Summerdale town,86.4,5.8,5.1,1.4,0.1
AL,Susan Moore town,89.5,0.0,9.6,0.5,0.4
AL,Sweet Water town,91.1,7.8,1.2,0.0,0.0
AL,Sylacauga,66.6,30.2,2.3,0.4,0.5
AL,Sylvania town,86.7,0.2,11.2,0.8,0.2
AL,Sylvan Springs town,97.3,1.4,0.5,0.5,0.0
AL,Talladega,47.7,48.7,3.4,0.3,0.5
AL,Talladega Springs town,89.8,7.8,0.0,0.0,0.0
AL,Tallassee,72.4,23.4,3.0,0.4,0.6
AL,Tarrant,39.0,52.3,9.0,0.8,0.3
AL,Taylor town,87.5,7.2,5.2,0.8,0.1
AL,Theodore CDP,79.7,13.3,3.2,1.1,2.4
AL,Thomaston town,44.1,53.2,0.2,1.4,0.5
AL,Thomasville,46.8,51.3,1.3,0.2,0.7
AL,Thorsby town,89.7,5.7,5.7,0.1,0.6
AL,Tibbie CDP,87.8,0.0,4.9,7.3,0.0
AL,Tidmore Bend CDP,93.4,4.2,1.0,0.7,0.2
AL,Tillmans Corner CDP,82.2,11.4,3.8,0.6,2.1
AL,Town Creek town,52.4,36.0,6.5,2.1,0.1
AL,Toxey town,68.6,31.4,1.5,0.0,0.0
AL,Trafford town,92.7,6.2,0.9,0.2,0.0
AL,Triana town,21.4,74.4,3.8,0.4,0.0
AL,Trinity town,88.6,6.7,3.3,1.1,0.2
AL,Troy,55.0,39.0,2.0,0.4,3.4
AL,Trussville,90.3,6.6,1.3,0.2,1.6
AL,Tuscaloosa,53.8,41.5,3.0,0.2,1.8
AL,Tuscumbia,75.9,21.2,1.4,0.4,0.3
AL,Tuskegee,1.9,95.8,1.3,0.1,0.5
AL,Twin town,98.0,0.0,2.8,0.0,0.0
AL,Underwood-Petersville CDP,91.3,6.2,1.0,0.2,0.6
AL,Union town,3.4,95.4,0.4,0.8,0.0
AL,Union Grove town,93.5,0.0,6.5,0.0,0.0
AL,Union Springs,12.9,71.8,17.0,0.2,0.4
AL,Uniontown town,9.1,90.6,0.5,0.0,0.0
AL,Uriah CDP,70.1,20.7,2.0,4.1,0.3
AL,Valley,64.0,33.0,1.7,0.1,1.2
AL,Valley Grande,75.2,23.0,0.5,0.4,0.4
AL,Valley Head town,91.9,1.8,3.0,0.9,0.2
AL,Vance town,88.8,7.2,5.6,0.4,0.6
AL,Vandiver CDP,97.9,0.7,1.4,0.2,0.1
AL,Vernon,79.4,18.1,1.7,0.3,0.0
AL,Vestavia Hills,90.4,3.8,2.5,0.2,3.8
AL,Vina town,94.7,1.1,2.2,0.3,0.6
AL,Vincent town,78.7,19.8,0.7,0.4,0.1
AL,Vinegar Bend CDP,15.1,79.2,0.0,2.6,0.5
AL,Vredenburgh town,6.7,92.9,1.3,0.3,0.0
AL,Wadley town,57.9,36.2,4.4,0.1,0.0
AL,Waldo town,63.3,36.0,0.0,0.0,0.0
AL,Walnut Grove town,96.6,0.0,1.6,0.6,0.1
AL,Warrior,83.1,14.2,0.8,0.2,0.4
AL,Waterloo town,99.0,0.5,0.0,0.5,0.0
AL,Waverly town,87.6,11.7,2.8,0.0,0.0
AL,Weaver,81.4,13.6,3.0,0.7,1.1
AL,Webb town,74.8,18.7,6.2,0.7,0.3
AL,Wedowee town,68.4,30.9,1.3,0.4,0.1
AL,Weogufka CDP,99.3,0.0,1.1,0.0,0.4
AL,West Blocton town,85.6,13.2,0.1,0.4,0.1
AL,West End-Cobb Town CDP,76.1,20.9,1.6,0.5,0.2
AL,West Jefferson town,96.7,1.2,0.3,0.0,0.0
AL,Westover town,93.6,2.5,2.3,0.9,0.5
AL,West Point town,95.6,0.0,6.0,0.7,0.5
AL,Wetumpka,67.9,26.1,3.8,0.6,1.1
AL,Whatley CDP,72.0,26.7,2.0,0.0,0.7
AL,White Hall town,2.4,95.6,0.9,0.2,0.0
AL,White Plains CDP,96.7,1.7,1.4,0.4,0.2
AL,Whitesboro CDP,96.7,0.7,1.1,0.7,0.3
AL,Wilsonville town,89.6,7.2,2.6,0.4,0.1
AL,Wilton town,71.5,22.7,4.7,0.0,0.1
AL,Winfield,92.9,4.5,2.0,0.3,0.3
AL,Woodland town,92.9,2.2,3.8,0.0,0.0
AL,Woodstock town,94.3,3.4,2.1,0.1,0.1
AL,Woodville town,94.0,0.5,2.3,2.0,0.3
AL,Yellow Bluff town,0.5,99.5,0.0,0.0,0.0
AL,York,13.6,85.6,1.0,0.2,0.0
AK,Adak,19.6,4.0,8.9,5.5,52.5
AK,Akhiok,8.5,1.4,11.3,50.7,1.4
AK,Akiachak CDP,3.5,0.2,0.2,95.1,0.2
AK,Akiak,5.2,0.0,0.3,92.8,0.0
AK,Akutan,23.3,17.9,20.8,5.5,43.3
AK,Alakanuk,2.1,0.0,0.0,95.0,0.4
AK,Alatna CDP,2.7,0.0,0.0,97.3,0.0
AK,Alcan Border CDP,90.9,0.0,9.1,0.0,0.0
AK,Aleknagik,15.1,0.0,0.0,75.8,0.0
AK,Aleneva CDP,100.0,0.0,0.0,0.0,0.0
AK,Allakaket,1.0,0.0,0.0,95.2,0.0
AK,Ambler,11.2,0.4,0.0,84.5,0.0
AK,Anaktuvuk Pass,7.1,0.3,2.2,83.3,0.0
AK,Anchorage municipality,66.0,5.6,7.6,7.9,8.1
AK,Anchor Point CDP,90.2,0.3,2.2,3.8,0.9
AK,Anderson,87.8,1.6,3.7,2.8,0.8
AK,Angoon,10.5,0.9,7.8,75.8,0.0
AK,Aniak,20.4,0.2,1.2,69.5,0.0
AK,Anvik,3.5,0.0,0.0,92.9,0.0
AK,Arctic Village CDP,4.6,0.0,0.0,88.8,0.0
AK,Atka,4.9,0.0,0.0,95.1,0.0
AK,Atmautluak CDP,1.4,0.7,0.0,97.8,0.0
AK,Atqasuk,6.9,0.0,0.0,92.3,0.0
AK,Attu Station CDP,90.5,0.0,19.0,4.8,0.0
AK,Badger CDP,83.8,2.7,4.5,4.9,1.7
AK,Barrow,16.9,1.0,3.1,61.2,9.1
AK,Bear Creek CDP,80.9,0.6,1.8,10.7,1.6
AK,Beaver CDP,1.2,0.0,4.8,97.6,0.0
AK,Beluga CDP,90.0,0.0,0.0,10.0,0.0
AK,Bethel,23.3,0.9,2.2,65.0,2.5
AK,Bettles,75.0,8.3,0.0,0.0,0.0
AK,Big Delta CDP,92.6,0.2,1.5,2.4,0.3
AK,Big Lake CDP,86.1,0.2,3.1,7.0,0.5
AK,Birch Creek CDP,0.0,0.0,0.0,100.0,0.0
AK,Brevig Mission,4.6,0.5,0.5,91.5,0.0
AK,Buckland,2.6,0.0,0.0,95.4,0.0
AK,Buffalo Soapstone CDP,84.1,1.6,3.2,3.3,0.5
AK,Butte CDP,90.4,0.3,3.1,4.3,0.6
AK,Cantwell CDP,77.2,0.5,1.4,15.5,0.0
AK,Central CDP,92.7,0.0,1.0,4.2,0.0
AK,Chalkyitsik CDP,14.5,0.0,0.0,85.5,0.0
AK,Chase CDP,100.0,0.0,0.0,0.0,0.0
AK,Chefornak,3.3,0.2,0.0,95.7,0.0
AK,Chena Ridge CDP,83.8,1.3,3.2,6.2,1.8
AK,Chenega CDP,39.5,0.0,2.6,52.6,0.0
AK,Chevak,2.3,0.0,0.1,94.9,0.3
AK,Chickaloon CDP,86.4,0.0,1.5,6.3,0.7
AK,Chicken CDP,100.0,0.0,14.3,0.0,0.0
AK,Chignik,34.1,0.0,1.1,57.1,3.3
AK,Chignik Lagoon CDP,20.5,0.0,3.8,62.8,1.3
AK,Chignik Lake CDP,2.7,0.0,0.0,94.5,0.0
AK,Chiniak CDP,91.5,0.0,0.0,4.3,0.0
AK,Chistochina CDP,36.6,0.0,0.0,53.8,0.0
AK,Chitina CDP,64.3,0.0,2.4,19.8,0.0
AK,Chuathbaluk,3.4,1.7,2.5,88.1,0.0
AK,Circle CDP,9.6,0.0,1.9,84.6,0.0
AK,Clam Gulch CDP,85.2,0.0,0.6,5.7,0.0
AK,Clark's Point,11.3,0.0,0.0,88.7,0.0
AK,Coffman Cove,94.3,0.0,1.1,4.0,0.0
AK,Cohoe CDP,89.5,0.4,2.2,4.5,0.4
AK,Cold Bay,74.1,1.9,4.6,12.0,1.9
AK,Coldfoot CDP,90.0,0.0,0.0,10.0,0.0
AK,College CDP,73.1,3.2,5.3,9.5,4.6
AK,Cooper Landing CDP,95.5,0.0,0.0,1.4,0.7
AK,Copper Center CDP,45.7,0.0,3.0,48.5,0.3
AK,Cordova,70.3,0.4,4.2,8.8,10.9
AK,Covenant Life CDP,91.9,0.0,0.0,5.8,1.2
AK,Craig,65.0,0.3,3.2,20.0,0.7
AK,Crooked Creek CDP,7.6,0.0,0.0,83.8,0.0
AK,Crown Point CDP,83.8,4.1,5.4,4.1,4.1
AK,Deering,9.0,0.0,0.0,86.9,0.0
AK,Delta Junction,88.1,1.8,4.7,3.2,1.1
AK,Deltana CDP,92.1,0.9,2.4,2.5,0.9
AK,Diamond Ridge CDP,91.7,0.2,2.1,3.1,1.3
AK,Dillingham,30.7,0.4,2.9,55.9,1.3
AK,Diomede,4.3,0.0,0.0,92.2,0.0
AK,Dot Lake CDP,69.2,0.0,0.0,23.1,0.0
AK,Dot Lake Village CDP,8.1,0.0,0.0,82.3,0.0
AK,Dry Creek CDP,100.0,0.0,4.3,0.0,0.0
AK,Eagle,90.7,0.0,0.0,8.1,0.0
AK,Eagle Village CDP,55.2,1.5,0.0,38.8,1.5
AK,Edna Bay CDP,97.6,2.4,0.0,0.0,0.0
AK,Eek,2.4,0.0,1.0,97.6,0.0
AK,Egegik,47.7,0.0,1.8,39.4,0.0
AK,Eielson AFB CDP,80.3,7.8,7.9,0.9,2.6
AK,Ekwok,5.2,0.0,2.6,90.4,0.0
AK,Elfin Cove CDP,70.0,0.0,0.0,5.0,0.0
AK,Elim,7.3,0.0,0.3,89.7,0.3
AK,Emmonak,3.1,0.0,0.1,96.3,0.1
AK,Ester CDP,84.6,2.1,3.3,6.7,1.2
AK,Eureka Roadhouse CDP,75.9,0.0,6.9,6.9,3.4
AK,Evansville CDP,46.7,0.0,0.0,53.3,0.0
AK,Excursion Inlet CDP,75.0,0.0,8.3,0.0,0.0
AK,Fairbanks,66.1,9.0,9.0,10.0,3.6
AK,False Pass,20.0,0.0,0.0,77.1,2.9
AK,Farmers Loop CDP,84.0,0.8,2.9,6.3,1.8
AK,Farm Loop CDP,88.8,0.8,1.9,4.2,0.9
AK,Ferry CDP,97.0,0.0,0.0,0.0,0.0
AK,Fishhook CDP,87.5,0.6,2.8,3.6,1.2
AK,Fort Greely CDP,78.3,4.3,13.2,1.9,1.5
AK,Fort Yukon,7.7,0.5,0.3,89.2,0.2
AK,Four Mile Road CDP,53.5,0.0,0.0,30.2,2.3
AK,Fox CDP,82.0,0.5,5.3,7.4,0.7
AK,Fox River CDP,98.8,0.0,0.0,0.0,1.2
AK,Fritz Creek CDP,89.9,0.5,2.6,2.9,0.8
AK,Funny River CDP,91.0,0.1,1.1,4.6,0.2
AK,Gakona CDP,79.4,0.0,0.9,19.7,0.0
AK,Galena,29.4,0.0,2.3,63.6,0.6
AK,Gambell,3.8,0.0,0.4,95.6,0.1
AK,Game Creek CDP,100.0,0.0,0.0,0.0,0.0
AK,Gateway CDP,85.3,1.0,3.7,4.2,1.8
AK,Glacier View CDP,94.0,0.0,3.0,0.9,0.4
AK,Glennallen CDP,77.4,0.4,1.4,7.7,0.6
AK,Goldstream CDP,89.0,0.6,2.5,3.4,0.7
AK,Golovin,4.5,0.0,0.6,92.9,0.0
AK,Goodnews Bay,4.5,0.0,0.4,94.7,0.0
AK,Grayling,6.7,0.0,0.0,87.1,0.0
AK,Gulkana CDP,23.5,0.0,4.2,76.5,0.0
AK,Gustavus,91.4,0.0,1.6,2.7,1.1
AK,Haines CDP,81.1,0.6,1.7,11.2,0.5
AK,Halibut Cove CDP,86.8,0.0,1.3,6.6,0.0
AK,Happy Valley CDP,87.5,0.2,2.0,5.9,0.3
AK,Harding-Birch Lakes CDP,93.3,0.3,2.7,3.3,0.0
AK,Healy CDP,91.5,0.4,2.1,2.1,1.6
AK,Healy Lake CDP,15.4,0.0,0.0,84.6,0.0
AK,Hobart Bay CDP,0.0,0.0,0.0,100.0,0.0
AK,Hollis CDP,89.3,0.0,0.9,4.5,0.9
AK,Holy Cross,4.5,0.0,0.0,91.6,0.0
AK,Homer,89.3,0.4,2.1,4.1,1.0
AK,Hoonah,32.6,0.4,3.0,52.5,0.5
AK,Hooper Bay,1.9,0.0,0.0,94.6,0.0
AK,Hope CDP,88.0,0.0,3.1,4.2,0.5
AK,Houston,82.2,0.4,3.3,6.7,0.6
AK,Hughes,1.3,2.6,0.0,96.1,0.0
AK,Huslia,6.5,0.0,0.0,92.4,0.0
AK,Hydaburg,11.4,0.5,3.2,77.1,0.0
AK,Hyder CDP,90.8,0.0,2.3,1.1,0.0
AK,Igiugig CDP,28.0,0.0,12.0,40.0,0.0
AK,Iliamna CDP,33.0,0.0,3.7,54.1,0.0
AK,Ivanof Bay CDP,0.0,0.0,0.0,100.0,0.0
AK,Juneau and borough,69.7,0.9,5.1,11.8,6.1
AK,Kachemak,91.7,0.0,2.1,4.0,1.3
AK,Kake,17.1,0.2,1.8,69.1,0.0
AK,Kaktovik,10.0,0.0,0.0,88.7,0.0
AK,Kalifornsky CDP,87.2,0.4,3.5,5.0,0.9
AK,Kaltag,5.8,0.0,0.0,91.6,0.0
AK,Karluk CDP,5.4,0.0,0.0,94.6,0.0
AK,Kasaan,53.1,0.0,0.0,34.7,2.0
AK,Kasigluk CDP,3.3,0.0,0.2,94.7,0.0
AK,Kasilof CDP,87.8,0.2,2.4,4.2,0.5
AK,Kenai,79.9,0.7,4.5,8.9,1.5
AK,Kenny Lake CDP,83.4,0.3,3.4,8.2,0.3
AK,Ketchikan,60.7,0.8,4.4,16.7,10.8
AK,Kiana,6.6,0.3,0.3,90.3,0.0
AK,King Cove,16.2,1.0,11.2,38.4,36.5
AK,King Salmon CDP,61.2,0.0,2.7,27.8,1.3
AK,Kipnuk CDP,2.0,0.0,0.0,97.7,0.0
AK,Kivalina,2.1,0.0,0.0,96.3,0.0
AK,Klawock,38.4,0.3,2.8,48.3,0.5
AK,Klukwan CDP,8.4,0.0,2.1,80.0,1.1
AK,Knik-Fairview CDP,84.3,1.0,4.1,5.3,1.4
AK,Knik River CDP,88.4,1.3,3.1,3.8,1.2
AK,Kobuk,8.6,0.0,2.6,90.1,0.7
AK,Kodiak,40.3,0.5,9.4,9.9,37.4
AK,Kodiak Station CDP,85.9,2.6,9.8,0.8,1.3
AK,Kokhanok CDP,9.4,0.0,1.8,80.0,0.0
AK,Koliganek CDP,3.3,0.0,0.0,95.7,0.0
AK,Kongiganak CDP,2.1,0.0,1.8,95.7,0.0
AK,Kotlik,1.9,0.0,0.2,97.2,0.3
AK,Kotzebue,16.0,0.9,1.3,73.6,1.2
AK,Koyuk,3.6,0.0,0.0,88.9,0.3
AK,Koyukuk,1.0,0.0,0.0,96.9,0.0
AK,Kupreanof,88.9,0.0,0.0,0.0,7.4
AK,Kwethluk,2.2,0.0,0.0,94.2,0.1
AK,Kwigillingok CDP,3.4,0.0,0.0,95.0,0.0
AK,Lake Louise CDP,97.8,0.0,4.3,2.2,0.0
AK,Lake Minchumina CDP,61.5,0.0,0.0,15.4,0.0
AK,Lakes CDP,85.0,0.9,4.2,5.2,0.9
AK,Larsen Bay,24.1,0.0,0.0,71.3,0.0
AK,Lazy Mountain CDP,89.9,0.3,3.2,3.4,0.8
AK,Levelock CDP,10.1,0.0,0.0,84.1,0.0
AK,Lime Village CDP,3.4,0.0,0.0,93.1,0.0
AK,Livengood CDP,69.2,0.0,0.0,23.1,0.0
AK,Loring CDP,25.0,0.0,0.0,25.0,0.0
AK,Lowell Point CDP,96.3,0.0,0.0,3.8,0.0
AK,Lower Kalskag,2.5,0.4,0.0,92.2,0.0
AK,Lutak CDP,91.8,0.0,0.0,2.0,0.0
AK,McCarthy CDP,96.4,0.0,0.0,0.0,0.0
AK,McGrath,41.6,0.0,2.6,36.7,0.6
AK,McKinley Park CDP,94.1,0.0,3.2,0.0,0.5
AK,Manley Hot Springs CDP,70.8,0.0,6.7,13.5,0.0
AK,Manokotak,3.6,0.0,0.2,95.7,0.0
AK,Marshall,2.7,0.0,0.2,94.7,0.2
AK,Meadow Lakes CDP,85.2,0.7,3.4,5.8,1.0
AK,Mekoryuk,3.1,0.0,0.0,93.2,0.0
AK,Mendeltna CDP,87.2,0.0,5.1,0.0,0.0
AK,Mentasta Lake CDP,23.2,0.0,0.0,75.9,0.0
AK,Metlakatla CDP,10.0,0.4,1.9,82.7,0.1
AK,Minto CDP,4.3,0.0,0.5,90.5,0.0
AK,Moose Creek CDP,78.0,5.1,4.8,5.1,2.9
AK,Moose Pass CDP,94.1,1.4,2.3,1.4,0.5
AK,Mosquito Lake CDP,84.5,0.0,3.6,4.2,0.6
AK,Mountain Village,4.2,0.0,0.4,91.9,0.7
AK,Mud Bay CDP,93.9,0.0,2.4,3.8,0.9
AK,Nabesna CDP,100.0,0.0,0.0,0.0,0.0
AK,Naknek CDP,44.5,0.0,2.6,30.3,0.4
AK,Nanwalek CDP,10.6,0.0,2.0,80.3,0.0
AK,Napakiak,2.8,0.0,0.0,97.2,0.0
AK,Napaskiak,3.0,0.0,0.0,96.5,0.0
AK,Naukati Bay CDP,87.6,0.0,0.0,6.2,0.9
AK,Nelchina CDP,86.4,0.0,0.0,8.5,0.0
AK,Nelson Lagoon CDP,21.2,0.0,1.9,75.0,1.9
AK,Nenana,56.1,0.3,0.5,37.6,0.3
AK,New Allakaket CDP,0.0,0.0,0.0,98.5,0.0
AK,Newhalen,7.4,0.5,2.6,80.0,0.0
AK,New Stuyahok,3.5,0.0,1.2,93.5,0.0
AK,Newtok CDP,2.8,0.0,0.3,96.0,0.3
AK,Nightmute,5.0,0.0,2.5,94.6,0.0
AK,Nikiski CDP,85.6,0.1,2.6,7.7,1.1
AK,Nikolaevsk CDP,92.5,0.0,4.4,3.5,0.3
AK,Nikolai,7.4,0.0,0.0,80.9,0.0
AK,Nikolski CDP,5.6,0.0,0.0,94.4,0.0
AK,Ninilchik CDP,78.1,0.2,2.6,15.4,0.3
AK,Noatak CDP,2.5,0.4,0.0,94.7,0.0
AK,Nome,30.4,0.5,2.4,54.8,2.2
AK,Nondalton,15.9,0.0,0.0,63.4,0.0
AK,Noorvik,3.7,0.4,0.1,88.3,0.0
AK,North Pole,79.6,5.4,6.1,3.4,4.0
AK,Northway CDP,11.3,0.0,0.0,78.9,1.4
AK,Northway Junction CDP,22.2,0.0,1.9,66.7,0.0
AK,Northway Village CDP,2.0,0.0,0.0,77.6,0.0
AK,Nuiqsut,10.0,0.2,0.0,87.1,0.0
AK,Nulato,4.9,0.0,0.8,94.3,0.0
AK,Nunam Iqua,5.9,0.0,0.0,91.4,1.1
AK,Nunapitchuk,2.4,0.0,0.0,95.8,0.0
AK,Old Harbor,11.0,0.0,1.4,87.6,0.0
AK,Oscarville CDP,2.9,0.0,0.0,91.4,1.4
AK,Ouzinkie,10.6,0.0,1.9,79.5,0.6
AK,Palmer,79.1,1.8,4.6,9.2,1.1
AK,Paxson CDP,92.5,5.0,0.0,0.0,0.0
AK,Pedro Bay CDP,28.6,0.0,0.0,66.7,0.0
AK,Pelican,59.1,0.0,1.1,34.1,0.0
AK,Perryville CDP,2.7,0.0,2.7,95.6,0.0
AK,Petersburg,80.0,0.4,3.7,7.0,3.2
AK,Petersville CDP,75.0,0.0,0.0,0.0,0.0
AK,Pilot Point,16.2,0.0,0.0,66.2,0.0
AK,Pilot Station,1.8,0.0,0.0,98.1,0.0
AK,Pitkas Point CDP,1.8,0.0,0.0,97.2,0.0
AK,Platinum,4.9,0.0,4.9,88.5,1.6
AK,Pleasant Valley CDP,89.7,0.6,1.7,3.7,0.6
AK,Point Baker CDP,73.3,0.0,6.7,0.0,0.0
AK,Point Hope,5.8,0.4,1.9,89.5,0.0
AK,Point Lay CDP,10.6,0.0,0.5,88.4,0.0
AK,Point MacKenzie CDP,67.7,4.5,3.2,23.3,0.6
AK,Point Possession CDP,100.0,0.0,0.0,0.0,0.0
AK,Pope-Vannoy Landing CDP,50.0,0.0,0.0,33.3,0.0
AK,Portage Creek CDP,50.0,0.0,0.0,50.0,0.0
AK,Port Alexander,90.4,0.0,1.9,3.8,3.8
AK,Port Alsworth CDP,67.9,4.4,10.1,21.4,0.6
AK,Port Clarence CDP,95.8,4.2,12.5,0.0,0.0
AK,Port Graham CDP,8.5,1.1,0.0,71.2,0.0
AK,Port Heiden,14.7,0.0,0.0,83.3,0.0
AK,Port Lions,36.1,0.0,1.5,58.8,2.6
AK,Port Protection CDP,72.9,0.0,4.2,18.8,0.0
AK,Primrose CDP,88.5,0.0,0.0,5.1,0.0
AK,Prudhoe Bay CDP,85.2,1.9,4.0,7.8,1.6
AK,Quinhagak,2.2,0.0,0.4,93.4,0.0
AK,Rampart CDP,4.2,0.0,0.0,95.8,0.0
AK,Red Devil CDP,17.4,0.0,0.0,43.5,0.0
AK,Red Dog Mine CDP,41.4,0.0,2.6,50.8,0.3
AK,Ridgeway CDP,88.0,0.1,3.5,4.3,0.9
AK,Ruby,4.8,0.0,0.6,88.6,0.6
AK,Russian Mission,3.2,0.0,0.0,95.8,0.0
AK,St. George,9.8,0.0,1.0,88.2,0.0
AK,St. Mary's,3.7,0.0,0.0,91.5,0.0
AK,St. Michael,5.5,0.0,0.7,92.0,0.0
AK,St. Paul,11.1,0.4,3.5,82.3,0.6
AK,Salamatof CDP,70.7,0.9,3.2,17.9,2.1
AK,Salcha CDP,89.5,0.8,3.3,4.3,1.4
AK,Sand Point,17.0,2.5,6.1,39.0,34.7
AK,Savoonga,4.9,0.0,0.0,94.5,0.1
AK,Saxman,30.4,0.7,4.1,50.6,0.5
AK,Scammon Bay,0.4,0.0,0.0,99.4,0.0
AK,Selawik,4.0,0.1,0.0,85.4,0.0
AK,Seldovia,72.5,1.2,3.9,13.7,1.2
AK,Seldovia Village CDP,58.2,1.2,2.4,26.1,0.6
AK,Seward,68.5,3.1,3.6,16.7,2.4
AK,Shageluk,3.6,0.0,0.0,90.4,0.0
AK,Shaktoolik,3.6,0.0,0.0,96.0,0.0
AK,Shishmaref,3.6,0.0,0.2,94.8,0.4
AK,Shungnak,5.7,0.0,0.4,94.3,0.0
AK,Silver Springs CDP,86.8,0.0,0.9,7.9,1.8
AK,Sitka and borough,65.3,0.5,4.9,16.8,6.0
AK,Skagway CDP,91.0,0.0,2.3,3.7,0.5
AK,Skwentna CDP,100.0,0.0,0.0,0.0,0.0
AK,Slana CDP,83.0,0.7,0.0,12.9,0.0
AK,Sleetmute CDP,23.3,0.0,1.2,76.7,0.0
AK,Soldotna,85.9,0.3,3.9,4.3,1.6
AK,South Naknek CDP,12.7,0.0,0.0,82.3,1.3
AK,South Van Horn CDP,76.2,2.7,5.0,6.6,1.8
AK,Stebbins,4.3,0.2,0.0,95.3,0.2
AK,Steele Creek CDP,87.4,0.8,3.2,3.8,0.9
AK,Sterling CDP,89.8,0.1,2.7,4.4,0.8
AK,Stevens Village CDP,6.4,1.3,15.4,84.6,0.0
AK,Stony River CDP,5.6,0.0,0.0,83.3,1.9
AK,Sunrise CDP,94.4,0.0,0.0,0.0,5.6
AK,Susitna CDP,100.0,0.0,0.0,0.0,0.0
AK,Susitna North CDP,87.5,0.3,2.7,5.3,0.7
AK,Sutton-Alpine CDP,69.8,2.4,4.8,16.8,1.8
AK,Takotna CDP,50.0,0.0,5.8,23.1,0.0
AK,Talkeetna CDP,91.4,0.3,1.8,3.7,0.5
AK,Tanacross CDP,10.3,0.0,0.0,80.1,0.0
AK,Tanaina CDP,85.9,0.8,4.5,4.5,1.2
AK,Tanana,9.8,0.0,0.4,86.6,0.4
AK,Tatitlek CDP,30.7,0.0,3.4,60.2,1.1
AK,Tazlina CDP,55.2,0.0,0.7,33.7,0.3
AK,Teller,3.9,0.0,0.0,96.1,0.0
AK,Tenakee Springs,94.7,0.8,1.5,0.8,0.8
AK,Tetlin CDP,6.3,0.0,2.4,89.8,0.0
AK,Thorne Bay,91.9,0.2,1.7,2.1,0.6
AK,Togiak,5.5,0.2,1.8,78.0,0.0
AK,Tok CDP,77.9,0.6,2.5,12.2,0.4
AK,Toksook Bay,4.4,0.3,1.0,92.0,0.2
AK,Tolsona CDP,96.7,3.3,0.0,0.0,0.0
AK,Tonsina CDP,87.2,0.0,0.0,9.0,0.0
AK,Trapper Creek CDP,86.5,0.4,1.0,6.4,1.0
AK,Tuluksak CDP,4.0,0.3,0.0,94.9,0.0
AK,Tuntutuliak CDP,2.9,0.0,0.0,95.8,0.0
AK,Tununak CDP,4.0,0.0,0.0,94.5,0.0
AK,Twin Hills CDP,2.7,0.0,0.0,94.6,0.0
AK,Two Rivers CDP,85.7,0.1,5.0,3.6,1.0
AK,Tyonek CDP,5.3,0.0,5.3,88.3,0.0
AK,Ugashik CDP,25.0,0.0,0.0,58.3,0.0
AK,Unalakleet,15.0,0.6,1.0,77.3,0.6
AK,Unalaska,39.2,6.9,15.2,6.1,32.6
AK,Upper Kalskag,6.7,0.5,0.0,81.4,0.0
AK,Valdez,81.5,0.6,4.7,8.2,1.9
AK,Venetie CDP,1.8,0.0,1.8,91.6,0.6
AK,Wainwright,8.1,0.0,0.4,90.1,0.0
AK,Wales,6.2,0.0,0.0,84.8,0.0
AK,Wasilla,83.4,1.4,4.3,5.2,2.1
AK,Whale Pass CDP,87.1,0.0,3.2,0.0,0.0
AK,White Mountain,12.1,0.0,1.1,81.6,0.0
